team,Avg_AST,Avg_BLK,Avg_STL,Avg_TOV,Avg_TOV_team,Avg_F_tech,Avg_F_personal,Avg_largest_lead,Avg_FGP_2,Avg_FGP_3,Avg_FT_Percentage,Avg_Total_Rebounds,Total_Wins,Total_Matches,Region
akron_zips,14.392857142857142,3.5357142857142856,7.142857142857143,14.928571428571429,0.5,0.14285714285714285,15.571428571428571,11.535714285714286,48.336634221610105,31.76462635909687,70.4481385114777,35.714285714285715,17,28,South
app_state_mountaineers,12.72,2.64,9.36,19.64,0.92,0.12,17.88,12.92,51.181965271735436,28.52515091369224,63.05682936724892,37.84,14,25,South
austin_peay_governors,13.633333333333333,2.1333333333333333,7.233333333333333,16.2,0.9666666666666667,0.13333333333333333,17.7,15.566666666666666,49.86129912020343,37.622618746331725,66.18870575016086,34.333333333333336,19,30,South
ball_state_cardinals,15.774193548387096,3.193548387096774,7.709677419354839,13.709677419354838,0.7741935483870968,0.0,16.516129032258064,12.03225806451613,52.6137670906294,31.785857271063584,73.60533596794262,35.0,19,31,South
cleveland_state_vikings,11.814814814814815,4.185185185185185,9.666666666666666,16.037037037037038,0.9259259259259259,0.18518518518518517,15.0,17.14814814814815,45.45531614541901,30.4203223582832,69.67823223528534,40.888888888888886,19,27,South
coker_cobras,8.0,4.0,8.0,16.0,0.0,0.0,18.0,11.0,29.72972972972973,22.727272727272727,60.86956521739131,44.0,1,1,South
dayton_flyers,13.192307692307692,4.076923076923077,6.076923076923077,12.692307692307692,0.4230769230769231,0.15384615384615385,15.5,17.153846153846153,42.97001804423334,33.474694649644434,68.3067146797344,42.19230769230769,22,26,South
depaul_blue_demons,18.59375,3.5625,9.9375,13.84375,0.28125,0.0,15.09375,18.6875,50.375599232551835,34.66690909895289,77.64687295257632,40.40625,22,32,South
drake_bulldogs,18.9,4.266666666666667,7.233333333333333,17.666666666666668,0.5666666666666667,0.0,15.033333333333333,16.9,54.734709893190875,32.58909293149095,74.74967310636647,40.833333333333336,18,30,South
eastern_illinois_panthers,15.633333333333333,1.4333333333333333,11.0,15.8,0.6,0.0,17.633333333333333,12.333333333333334,45.81827271487821,31.075277415318695,75.14603668443351,34.833333333333336,16,30,South
green_bay_phoenix,14.26923076923077,2.5,7.115384615384615,13.615384615384615,0.8076923076923077,0.0,14.846153846153847,15.192307692307692,44.08239803672315,32.69343668550335,79.355907866261,35.30769230769231,19,26,South
illinois_state_redbirds,10.870967741935484,3.2580645161290325,5.354838709677419,13.387096774193548,0.5806451612903226,0.03225806451612903,15.419354838709678,10.548387096774194,48.03049552683652,34.09526317592571,76.1567960132815,33.45161290322581,18,31,South
indiana_hoosiers,14.166666666666666,3.4,6.633333333333334,13.066666666666666,0.3,0.03333333333333333,15.466666666666667,16.6,49.315962934448834,33.895654730895004,75.13340588054349,36.3,22,30,South
iowa_hawkeyes,19.466666666666665,3.2,7.0,14.866666666666667,0.3333333333333333,0.1,15.633333333333333,19.9,58.59718544268892,34.6960255566519,83.24055545417774,38.4,23,30,South
iowa_state_cyclones,14.28125,3.71875,5.375,12.78125,0.46875,0.03125,12.75,20.96875,47.441620013045785,38.70304519270305,83.2651445375954,39.71875,26,32,South
