team,Avg_AST,Avg_BLK,Avg_STL,Avg_TOV,Avg_TOV_team,Avg_F_tech,Avg_F_personal,Avg_largest_lead,Avg_FGP_2,Avg_FGP_3,Avg_FT_Percentage,Avg_Total_Rebounds,Total_Wins,Total_Matches,Region
alabama_crimson_tide,11.2,3.0,8.9,15.2,0.7,0.1,16.9,16.4,46.7527449992482,33.51219514786263,70.85757310106854,37.333333333333336,17,30,North
alabama_state_lady_hornets,13.758620689655173,4.0,7.068965517241379,20.448275862068964,1.1724137931034482,0.2413793103448276,20.96551724137931,11.172413793103448,41.60121835108763,29.33744939389756,68.13731022184821,39.96551724137931,15,29,North
arkansas_razorbacks,12.741935483870968,4.967741935483871,7.354838709677419,11.290322580645162,0.41935483870967744,0.06451612903225806,16.451612903225808,16.161290322580644,46.78043876728985,32.30141531840942,67.69555941947431,37.903225806451616,18,31,North
belmont_bruins,15.482758620689655,4.379310344827586,8.931034482758621,12.827586206896552,0.4482758620689655,0.0,14.689655172413794,19.689655172413794,51.289524162078756,32.90893962141185,69.21069545187866,35.06896551724138,22,29,North
charleston_cougars,14.366666666666667,4.1,11.333333333333334,13.266666666666667,0.26666666666666666,0.06666666666666667,15.1,17.0,46.048660524443825,28.50637842956527,75.1734825687915,38.8,17,30,North
charlotte_49ers,11.709677419354838,4.709677419354839,6.67741935483871,14.774193548387096,0.8064516129032258,0.03225806451612903,15.32258064516129,13.709677419354838,43.58238025672473,29.00911157549267,73.61317773520325,38.03225806451613,22,31,North
davidson_wildcats,11.633333333333333,2.566666666666667,6.0,15.1,0.5333333333333333,0.13333333333333333,17.566666666666666,10.033333333333333,47.02594611116648,29.941856308433582,72.35800864356524,34.333333333333336,16,30,North
elon_phoenix,12.586206896551724,3.4482758620689653,7.241379310344827,16.93103448275862,1.2413793103448276,0.0,17.275862068965516,11.344827586206897,45.27942253359776,30.869594692140634,74.85013687722666,34.55172413793103,17,29,North
florida_gators,12.612903225806452,3.3870967741935485,8.870967741935484,16.806451612903224,0.45161290322580644,0.16129032258064516,19.516129032258064,12.483870967741936,44.966673293955154,30.237748134107864,73.3577801177286,39.32258064516129,21,31,North
florida_gulf_coast_eagles,17.689655172413794,3.2758620689655173,10.379310344827585,11.275862068965518,0.7931034482758621,0.0,15.206896551724139,25.24137931034483,59.28370903981288,32.95684767716187,65.2433170679694,34.86206896551724,27,29,North
florida_state_seminoles,14.678571428571429,4.535714285714286,6.357142857142857,15.571428571428571,0.39285714285714285,0.17857142857142858,15.928571428571429,15.857142857142858,48.20885810064742,32.14786245745998,70.77374089394549,36.32142857142857,17,28,North
freed_hardeman_lions,11.0,2.0,10.0,13.0,2.0,0.0,11.0,10.0,53.191489361702125,36.36363636363637,60.0,32.0,1,1,North
furman_paladins,13.185185185185185,2.2222222222222223,6.814814814814815,15.518518518518519,0.7777777777777778,0.1111111111111111,14.925925925925926,15.074074074074074,40.473521688821066,29.666852209171346,74.63783020459434,42.111111111111114,17,27,North
gardner_webb_runnin_bulldogs,12.0,4.419354838709677,8.67741935483871,15.870967741935484,0.5483870967741935,0.22580645161290322,19.225806451612904,12.03225806451613,46.47299794647789,27.67749790115819,69.2294885362279,36.03225806451613,16,31,North
georgia_lady_bulldogs,16.321428571428573,6.214285714285714,8.571428571428571,16.107142857142858,0.5714285714285714,0.14285714285714285,14.964285714285714,17.142857142857142,46.11904486491814,31.350559163059163,73.90015381035731,40.535714285714285,19,28,North
georgia_southern_eagles,13.346153846153847,3.9615384615384617,10.538461538461538,19.153846153846153,0.7692307692307693,0.0,18.96153846153846,16.884615384615383,45.84650829589464,30.06359778251507,69.30306308945129,46.34615384615385,16,26,North
georgia_tech_yellow_jackets,15.32258064516129,4.354838709677419,5.935483870967742,13.96774193548387,0.5483870967741935,0.06451612903225806,13.32258064516129,16.419354838709676,44.59501519211067,30.331874242065993,67.87352601569121,38.935483870967744,21,31,North
high_point_panthers,13.379310344827585,1.7586206896551724,8.89655172413793,12.0,0.41379310344827586,0.10344827586206896,16.0,14.793103448275861,48.30734507331713,29.418912403506646,67.66510660969934,33.275862068965516,17,29,North
houston_christian_huskies,11.16,3.92,8.08,16.2,0.76,0.04,15.4,10.12,36.15783568037907,32.25159405438043,79.19849220267177,35.28,15,25,North
houston_cougars,12.870967741935484,4.67741935483871,10.193548387096774,15.612903225806452,0.6129032258064516,0.0967741935483871,17.580645161290324,11.67741935483871,41.677866271316425,29.648892558145313,67.00081258900664,37.12903225806452,16,31,North
jackson_state_lady_tigers,14.518518518518519,5.0,8.814814814814815,15.814814814814815,0.3333333333333333,0.1111111111111111,16.14814814814815,23.59259259259259,49.02440160467717,30.97210536409023,68.87887180774378,47.074074074074076,21,27,North
jacksonville_dolphins,10.444444444444445,3.925925925925926,10.074074074074074,16.25925925925926,0.6666666666666666,0.3333333333333333,18.51851851851852,10.296296296296296,42.41279596590314,26.757890563360117,70.10479582575302,33.370370370370374,15,27,North
jacksonville_state_gamecocks,10.482758620689655,1.0,6.896551724137931,11.89655172413793,0.5172413793103449,0.034482758620689655,15.89655172413793,15.689655172413794,45.084704355277914,29.22899523136363,68.6240605274276,38.93103448275862,22,29,North
little_rock_trojans,13.37037037037037,3.2962962962962963,7.703703703703703,15.666666666666666,0.5555555555555556,0.1111111111111111,17.666666666666668,12.11111111111111,43.77510153692527,29.409384188795954,67.04347037966411,36.55555555555556,17,27,North
louisiana_ragin_cajuns,9.28,2.52,7.2,14.48,0.72,0.08,16.0,15.76,50.27908431242782,27.00574882633706,68.01899069761097,35.84,18,25,North
louisiana_tech_lady_techsters,11.6875,2.8125,8.375,14.1875,0.53125,0.0625,14.84375,16.125,46.515847241709224,31.87216085633605,75.53705043621181,35.0,21,32,North
lsu_tigers,14.178571428571429,4.107142857142857,8.25,13.678571428571429,0.5357142857142857,0.10714285714285714,14.5,19.571428571428573,47.074160130791014,34.48494070674521,66.31039597007603,43.535714285714285,23,28,North
memphis_tigers,10.555555555555555,3.888888888888889,6.851851851851852,15.925925925925926,0.8518518518518519,0.2962962962962963,15.666666666666666,10.592592592592593,40.99575506380898,31.74826471660949,69.07523492733854,39.111111111111114,15,27,North
mercer_bears,10.8125,4.4375,6.6875,12.9375,0.375,0.0625,15.75,18.0625,44.17200255360305,41.54738490675991,69.92335789210789,35.4375,13,16,North
miami_hurricanes,13.258064516129032,3.2580645161290325,9.290322580645162,16.64516129032258,0.5483870967741935,0.0967741935483871,17.35483870967742,11.806451612903226,44.662225309137526,30.302880490806523,69.29243432089733,36.225806451612904,19,31,North
middle_tennessee_blue_raiders,12.666666666666666,3.8,8.966666666666667,13.033333333333333,0.8,0.03333333333333333,18.233333333333334,17.866666666666667,47.52534623922562,33.28002930377484,75.1398872340823,35.9,23,30,North
ole_miss_rebels,14.413793103448276,4.413793103448276,9.448275862068966,14.413793103448276,0.5517241379310345,0.3103448275862069,17.20689655172414,18.448275862068964,45.818496282111795,26.982189266672023,67.91534843408384,39.06896551724138,21,29,North
oral_roberts_golden_eagles,11.96774193548387,3.2580645161290325,8.483870967741936,14.838709677419354,0.3548387096774194,0.0,14.451612903225806,11.580645161290322,44.035081030089216,28.386353474982073,72.08022334474715,37.225806451612904,16,31,North
rice_owls,12.615384615384615,2.8846153846153846,7.384615384615385,17.5,0.6153846153846154,0.15384615384615385,17.0,12.23076923076923,46.40087626116315,29.727496157181797,68.73949440949818,39.46153846153846,14,26,North
se_louisiana_lady_lions,12.8,2.6,9.48,15.12,0.44,0.24,16.32,14.44,45.54956984072849,26.3011410158469,62.885761751200086,37.32,14,25,North
south_carolina_gamecocks,14.193548387096774,7.774193548387097,6.290322580645161,14.64516129032258,0.7096774193548387,0.0,13.67741935483871,25.193548387096776,47.65293107586507,31.55782655430613,67.61424962946138,47.645161290322584,29,31,North
south_carolina_upstate_spartans,13.555555555555555,2.3333333333333335,8.148148148148149,14.962962962962964,0.7407407407407407,0.0,15.962962962962964,17.074074074074073,51.54113127999133,34.73760280158629,68.26718559731826,32.44444444444444,19,27,North
south_florida_bulls,14.387096774193548,3.5161290322580645,6.709677419354839,14.580645161290322,1.1935483870967742,0.1935483870967742,15.129032258064516,13.548387096774194,42.568508544967855,29.751644577330964,71.7234699299346,40.74193548387097,24,31,North
southern_miss_lady_eagles,14.5,3.1666666666666665,8.533333333333333,16.666666666666668,0.5666666666666667,0.0,18.733333333333334,12.4,45.803177004061986,29.81291557026851,66.84141840445291,39.63333333333333,18,30,North
stephen_f_austin_ladyjacks,16.103448275862068,4.275862068965517,12.275862068965518,15.931034482758621,0.9655172413793104,0.27586206896551724,17.06896551724138,23.06896551724138,51.39811331340965,32.980849717813385,71.11150250212445,35.724137931034484,25,29,North
stetson_hatters,12.483870967741936,1.7419354838709677,9.161290322580646,16.870967741935484,0.6774193548387096,0.0,15.516129032258064,16.451612903225808,46.52875243335981,28.39342707278304,69.50172549747016,38.193548387096776,20,31,North
tennessee_lady_volunteers,14.64516129032258,5.967741935483871,6.290322580645161,17.193548387096776,0.5161290322580645,0.06451612903225806,15.516129032258064,17.032258064516128,45.14562835576426,29.801120577953085,63.51818318387453,47.935483870967744,23,31,North
tennessee_tech_golden_eagles,14.266666666666667,3.466666666666667,6.733333333333333,15.0,0.8,0.0,14.633333333333333,13.6,48.77582588598602,31.767104282338305,70.5962851926121,36.43333333333333,20,30,North
troy_trojans,14.870967741935484,4.870967741935484,10.741935483870968,16.870967741935484,0.12903225806451613,0.3225806451612903,19.096774193548388,18.06451612903226,42.754307761731354,25.995974179395514,72.54728525195658,51.03225806451613,24,31,North
tulane_green_wave,15.285714285714286,3.892857142857143,6.535714285714286,15.071428571428571,0.8928571428571429,0.21428571428571427,14.607142857142858,12.035714285714286,45.53875537172467,30.198194192823106,75.14837881508971,42.964285714285715,19,28,North
tulsa_golden_hurricane,15.307692307692308,3.4615384615384617,8.615384615384615,12.26923076923077,0.5,0.15384615384615385,16.307692307692307,16.53846153846154,44.85861036299856,36.48721992850834,74.30654815270199,33.42307692307692,16,26,North
ucf_knights,13.592592592592593,3.4444444444444446,11.25925925925926,15.703703703703704,1.0,0.037037037037037035,13.666666666666666,16.444444444444443,43.81134594343289,30.736599765839532,70.1903413391304,37.407407407407405,24,27,North
wofford_terriers,12.428571428571429,2.357142857142857,6.857142857142857,13.071428571428571,0.5714285714285714,0.10714285714285714,13.535714285714286,16.59259259259259,40.93760377759151,32.03822255003347,73.1619271381286,36.857142857142854,16,28,North
